iterations	135
elapsed_seconds	703.9486410617828
initialization_seconds	241.92218112945557
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.597940220373857e-9
initial_upper_iterations	-1
initial_upper_bound	fib
initial_lower_subsolution_shift	3.7482448256298546e-8
root_lower	2.9870265256896436
root_upper	3.540943468892797
root_gap	0.5539169432031534
alpha_count	20
belief_count	5044159
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
