iterations	253
elapsed_seconds	106.43458604812622
initialization_seconds	0.22182512283325195
initial_lower_residual	8.831180675628048e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.852076191193099
root_upper	8.862027170984817
root_gap	0.009950979791717884
alpha_count	9
belief_count	7462456
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
