iterations	141
elapsed_seconds	1561.2982709407806
initialization_seconds	258.30550599098206
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.104805798187954e-9
initial_upper_iterations	-1
initial_upper_bound	fib
initial_lower_subsolution_shift	7.457265915888912e-8
root_lower	2.8394334453323626
root_upper	3.53730392340756
root_gap	0.6978704780751972
alpha_count	22
belief_count	4715467
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
