iterations	594
elapsed_seconds	700.6173670291901
initialization_seconds	104.09499597549438
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.881324203320219e-9
initial_upper_iterations	-1
initial_upper_bound	fib
initial_lower_subsolution_shift	3.922284719237724e-10
root_lower	3.4481698650963364
root_upper	3.602076716360923
root_gap	0.15390685126458648
alpha_count	8
belief_count	8408737
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
