iterations	819
elapsed_seconds	700.8427150249481
initialization_seconds	0.15716886520385742
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.137148815341334e-9
initial_upper_iterations	157
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	4.42133799182611
root_upper	4.442487603453707
root_gap	0.021149611627596876
alpha_count	28
belief_count	12358459
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
