iterations	136
elapsed_seconds	3.115800142288208
initialization_seconds	0.14655280113220215
initial_lower_residual	8.479881241640896e-9
initial_upper_residual	9.554872448802598e-9
initial_upper_iterations	158
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	4.270674389754488
root_upper	4.27860896564403
root_gap	0.00793457588954194
alpha_count	4
belief_count	1178416
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
