iterations	3763
elapsed_seconds	700.0873329639435
initialization_seconds	81.45638608932495
initial_lower_residual	8.218714597774124e-9
initial_upper_residual	8.92334650615112e-9
initial_upper_iterations	-1
initial_upper_bound	fib
initial_lower_subsolution_shift	8.218714597774125e-8
root_lower	2.8348933851820166
root_upper	2.91836939655203
root_gap	0.08347601137001348
alpha_count	21
belief_count	10792657
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
