iterations	244
elapsed_seconds	60.666425943374634
initialization_seconds	0.31390905380249023
initial_lower_residual	8.349315905320509e-9
initial_upper_residual	9.64238777712012e-9
initial_upper_iterations	165
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	2.9576264199649778
root_upper	2.967545143486171
root_gap	0.009918723521193051
alpha_count	7
belief_count	2125663
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
