iterations	521
elapsed_seconds	299.66224789619446
initialization_seconds	0.2352919578552246
initial_lower_residual	8.175562005163783e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.69521596545487
root_upper	8.705145952717327
root_gap	0.009929987262456308
alpha_count	7
belief_count	18476921
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
