iterations	3
elapsed_seconds	0.13884305953979492
initialization_seconds	0.20825505256652832
initial_lower_residual	8.468313161813512e-9
initial_upper_residual	9.988561533447182e-9
initial_upper_iterations	167
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	2.2309522598390217
root_upper	2.236784733320757
root_gap	0.005832473481735434
alpha_count	3
belief_count	59599
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
