iterations	21
elapsed_seconds	501.41282391548157
initialization_seconds	0.303469181060791
initial_lower_residual	9.844669079939194e-9
initial_upper_residual	9.941246048583707e-9
initial_upper_iterations	1628
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	41.21037542666517
root_upper	51.130779351955276
root_gap	9.920403925290103
alpha_count	4
belief_count	8280511
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
