iterations	471
elapsed_seconds	120.8293149471283
initialization_seconds	0.3498649597167969
initial_lower_residual	8.175562005163783e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.696828925785331
root_upper	8.706613270995824
root_gap	0.009784345210492873
alpha_count	11
belief_count	8664426
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
