iterations	718
elapsed_seconds	378.931352853775
initialization_seconds	0.22326397895812988
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.137148815341334e-9
initial_upper_iterations	157
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	4.342516753258659
root_upper	4.352381847689561
root_gap	0.009865094430901777
alpha_count	7
belief_count	7773928
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
