iterations	28
elapsed_seconds	980.8454229831696
initialization_seconds	0.3119041919708252
initial_lower_residual	8.77845263147492e-9
initial_upper_residual	9.972599634977541e-9
initial_upper_iterations	162
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	6.339619934736374
root_upper	6.581538776204711
root_gap	0.24191884146833686
alpha_count	7
belief_count	1008652
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
