iterations	189
elapsed_seconds	88.39495491981506
initialization_seconds	0.23192405700683594
initial_lower_residual	8.175562005163783e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.820948557146904
root_upper	8.830942935600033
root_gap	0.009994378453129116
alpha_count	14
belief_count	8637476
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
