iterations	139
elapsed_seconds	707.1840810775757
initialization_seconds	235.9969301223755
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.701118131033581e-9
initial_upper_iterations	-1
initial_upper_bound	fib
initial_lower_subsolution_shift	3.7482448256298546e-8
root_lower	3.0100717326028827
root_upper	3.561464240176751
root_gap	0.5513925075738682
alpha_count	21
belief_count	5149810
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
