iterations	291
elapsed_seconds	49.33004188537598
initialization_seconds	0.21493005752563477
initial_lower_residual	8.679033935976577e-9
initial_upper_residual	9.564832037511906e-9
initial_upper_iterations	168
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	1.9936837293626921
root_upper	2.003293948805941
root_gap	0.009610219443249024
alpha_count	3
belief_count	2227702
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
