iterations	526
elapsed_seconds	700.6248378753662
initialization_seconds	78.749685049057
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.088287455938371e-9
initial_upper_iterations	-1
initial_upper_bound	fib
initial_lower_subsolution_shift	0.0
root_lower	3.7212793133162805
root_upper	3.8445989364906943
root_gap	0.1233196231744138
alpha_count	8
belief_count	10229185
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
