iterations	332
elapsed_seconds	143.77108216285706
initialization_seconds	0.33929896354675293
initial_lower_residual	8.349315905320509e-9
initial_upper_residual	9.64238777712012e-9
initial_upper_iterations	165
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	2.9375915480283643
root_upper	2.9471180773993986
root_gap	0.009526529371034265
alpha_count	5
belief_count	3065686
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
