iterations	1351
elapsed_seconds	458.1557230949402
initialization_seconds	0.22238612174987793
initial_lower_residual	8.175562005163783e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.39043193100074
root_upper	8.400397970213007
root_gap	0.009966039212267574
alpha_count	11
belief_count	15569016
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
