iterations	339
elapsed_seconds	182.18685793876648
initialization_seconds	0.24026703834533691
initial_lower_residual	8.831180675628048e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.761985559528009
root_upper	8.771830401200528
root_gap	0.009844841672519422
alpha_count	11
belief_count	9012081
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
