iterations	248
elapsed_seconds	701.2465419769287
initialization_seconds	0.14707708358764648
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.137148815341334e-9
initial_upper_iterations	157
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	7.457265915888912e-8
root_lower	2.8738507920159244
root_upper	3.9054078334783786
root_gap	1.0315570414624542
alpha_count	22
belief_count	8865655
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
