iterations	3
elapsed_seconds	0.15221595764160156
initialization_seconds	0.21124601364135742
initial_lower_residual	8.468313161813512e-9
initial_upper_residual	9.988561533447182e-9
initial_upper_iterations	167
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	2.2315360855052164
root_upper	2.2366340144481245
root_gap	0.005097928942908059
alpha_count	3
belief_count	74950
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
