iterations	482
elapsed_seconds	700.4711139202118
initialization_seconds	75.71734809875488
initial_lower_residual	8.500225412433338e-9
initial_upper_residual	9.045264093288097e-9
initial_upper_iterations	-1
initial_upper_bound	fib
initial_lower_subsolution_shift	8.500225412433339e-8
root_lower	2.8357867750359707
root_upper	3.1658869164681107
root_gap	0.33010014143214006
alpha_count	19
belief_count	9532972
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
