iterations	339
elapsed_seconds	703.1037809848785
initialization_seconds	0.14694690704345703
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.137148815341334e-9
initial_upper_iterations	157
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	3.8207789980151867
root_upper	4.160300449590684
root_gap	0.3395214515754974
alpha_count	8
belief_count	9002008
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
