iterations	140
elapsed_seconds	705.0224900245667
initialization_seconds	3172.873892068863
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.394786282257428e-9
initial_upper_iterations	-1
initial_upper_bound	fib
initial_lower_subsolution_shift	3.7482448256298546e-8
root_lower	3.094080175814896
root_upper	3.5562726542074725
root_gap	0.4621924783925766
alpha_count	9
belief_count	5074861
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
