iterations	139
elapsed_seconds	705.7248611450195
initialization_seconds	239.01696586608887
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.858588612132735e-9
initial_upper_iterations	-1
initial_upper_bound	fib
initial_lower_subsolution_shift	3.7482448256298546e-8
root_lower	3.0340600518323972
root_upper	3.5476238839896195
root_gap	0.5135638321572222
alpha_count	26
belief_count	5146198
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
