iterations	516
elapsed_seconds	500.7113950252533
initialization_seconds	0.196519136428833
initial_lower_residual	8.77845263147492e-9
initial_upper_residual	9.972599634977541e-9
initial_upper_iterations	162
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	6.5135125697802865
root_upper	6.53564778419195
root_gap	0.022135214411663107
alpha_count	7
belief_count	6637051
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
