iterations	452
elapsed_seconds	500.65975403785706
initialization_seconds	0.20723700523376465
initial_lower_residual	8.77845263147492e-9
initial_upper_residual	9.972599634977541e-9
initial_upper_iterations	162
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	6.4656845647208865
root_upper	6.498445532812969
root_gap	0.03276096809208262
alpha_count	7
belief_count	5984182
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
