iterations	508
elapsed_seconds	109.39568018913269
initialization_seconds	0.1972360610961914
initial_lower_residual	8.831180675628048e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.697375365003033
root_upper	8.707375113152672
root_gap	0.009999748149638776
alpha_count	9
belief_count	8335636
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
