iterations	187
elapsed_seconds	63.32240605354309
initialization_seconds	0.23056793212890625
initial_lower_residual	8.432172293737494e-9
initial_upper_residual	9.728891470217604e-9
initial_upper_iterations	161
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	4.076354809257055e-9
root_lower	3.844697137998025
root_upper	3.8545232321100635
root_gap	0.009826094112038497
alpha_count	4
belief_count	2384824
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
