iterations	450
elapsed_seconds	213.94673204421997
initialization_seconds	0.1419239044189453
initial_lower_residual	8.175562005163783e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.763743088598762
root_upper	8.773248364908591
root_gap	0.009505276309829114
alpha_count	11
belief_count	11459141
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
