iterations	39
elapsed_seconds	0.7489790916442871
initialization_seconds	0.2548990249633789
initial_lower_residual	8.77845263147492e-9
initial_upper_residual	9.972599634977541e-9
initial_upper_iterations	162
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	6.622047881055375
root_upper	6.631297159925984
root_gap	0.00924927887060889
alpha_count	9
belief_count	400933
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
