iterations	319
elapsed_seconds	500.72439217567444
initialization_seconds	0.23767995834350586
initial_lower_residual	8.77845263147492e-9
initial_upper_residual	9.972599634977541e-9
initial_upper_iterations	162
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	6.426996171664813
root_upper	6.490785107775189
root_gap	0.06378893611037562
alpha_count	8
belief_count	5673550
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
