iterations	299
elapsed_seconds	501.08054399490356
initialization_seconds	0.13628387451171875
initial_lower_residual	8.77845263147492e-9
initial_upper_residual	9.972599634977541e-9
initial_upper_iterations	162
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	6.263990989707904
root_upper	6.408298551309445
root_gap	0.1443075616015408
alpha_count	8
belief_count	6136789
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
