alpha_vector_count,analysis_discounted_tail_bound,analysis_horizon,analysis_total_belief_nodes,beta,beta_index,discounted_transmission_occupancy,epsilon,epsilon_index,gamma,gamma_index,index,margin,margin_region,mdp_seed,normal_minus_restricted_lower,normal_minus_restricted_upper,normal_minus_restricted_value,normal_policy_horizon,normal_policy_interval_width,normal_policy_lower_bound,normal_policy_total_belief_nodes,normal_policy_upper_bound,normal_policy_value,point_id,restricted_lower_bound_status,restricted_policy_horizon,restricted_policy_interval_width,restricted_policy_lower_bound,restricted_policy_total_belief_nodes,restricted_policy_upper_bound,reused_solver_checkpoint,root_gap,sampled_belief_count,sarsop_gap,sarsop_lower_bound,sarsop_upper_bound,solver_elapsed_seconds,solver_iterations,solver_stop_reason,status,unrestricted_upper_minus_restricted_lower,violation_count,violation_discounted_event_occupancy,violation_first_depth_max,violation_first_depth_min
4,9.90526314525898e-09,2292,341125,0.0,0,42.615283170446,0.05000000000000001,4,0.99,1,44,-4.702499999999996,m<0,1111,4.155374286484282,4.156369213982671,4.155871750233473,1215,0.000497463746491178,50.517215559694115,1075925,50.517713023440606,50.51746429156736,g1_b00_e04,ok,1215.0,0.0004974637518984082,46.361343809457935,803841.0,46.36184127320983,False,11.433374828986478,8698600,11.433374382130019,40.23107220594693,51.66444658807695,502.7120270729065,22,max_time,ok,5.303102778619014,18,8.641471493883138,31.0,0.0
7,9.90526314525898e-09,2292,284616,0.0,0,33.714165572222214,0.06000000000000001,5,0.99,1,45,-5.583599999999995,m<0,1111,,,,1215,0.0004974639910955148,50.11621369220873,892926,50.11671115619983,50.11646242420427,g1_b00_e05,not_applicable_no_violations,,,,,,False,11.752012111545303,9104047,11.751996062729674,39.91517433385678,51.66717039658646,535.962630033493,23,max_time,ok,,0,0.0,,
4,9.90526314525898e-09,2292,379399,0.0,0,68.80919988833708,0.07,6,0.99,1,46,-6.444899999999993,m<0,1111,0.2274009453552992,0.22839587284973817,0.22789840910251513,1215,0.0004974637472301424,50.45610629307113,1195819,50.45660375681836,50.45635502494475,g1_b00_e06,ok,1215.0,0.0004974637472088261,50.22820788396862,1195651.0,50.22870534771583,False,10.020610025545558,8280511,10.020318781474707,41.62664184511634,51.646960626591046,501.41282391548157,21,max_time,ok,1.4187527426224236,4,28.347085346308504,2.0,0.0
4,9.90526314525898e-09,2292,316115,0.0,0,38.04672406850874,0.08,7,0.99,1,47,-7.286399999999995,m<0,1111,,,,1215,0.0004974637474859378,50.32657106094727,997184,50.32706852469476,50.32681979282101,g1_b00_e07,not_applicable_no_violations,,,,,,False,10.318989345865726,8284123,10.318905058701183,41.325277104665396,51.64418216336658,504.63556718826294,21,max_time,ok,,0,0.0,,
4,9.90526314525898e-09,2292,186940,0.0,0,57.1688584340563,0.09000000000000001,8,0.99,1,48,-8.108099999999995,m<0,1111,-0.0004974642386059713,0.0004974642804143059,2.0897061858704546e-11,1215,0.0004974647722804093,47.9068625854631,590940,47.90736005023538,47.90711131784924,g1_b00_e08,ok,1215.0,0.0004974637467398679,47.90686258595497,852887.0,47.90736004970171,False,16.07996530782901,4555636,16.079836252753054,35.570509184197746,51.6503454369508,3785.1598529815674,12,max_time,ok,3.7434828509958322,210,28.164971994934092,27.0,0.0
3,9.90526314525898e-09,2292,229087,0.0,0,30.80390661067911,0.1,9,0.99,1,49,-8.909999999999993,m<0,1111,0.0547754796435882,0.05577040713604475,0.055272943389816476,1215,0.0004974637462282772,49.732893714965236,720952,49.733391178711464,49.73314244683835,g1_b00_e09,ok,1215.0,0.0004974637462282772,49.67762077157542,720753.0,49.67811823532165,False,10.9551875353433,9934807,10.948205838921005,40.69801009241538,51.646215931336386,508.7888288497925,25,max_time,ok,1.9685951597609659,3,0.12535748724489795,1.0,0.0
4,9.90526314525898e-09,2292,145767,0.05,1,30.083472691659868,0.01,0,0.99,1,50,-0.9300999999999991,m<0,1111,,,,1220,0.000496500685883916,49.990298683614625,462335,49.99079518430051,49.99054693395757,g1_b01_e00,not_applicable_no_violations,,,,,,False,10.430184405546937,6208126,10.43018223434931,41.16729112501395,51.59747335936326,543.5277631282806,16,max_time,ok,,0,0.0,,
5,9.90526314525898e-09,2292,154769,0.05,1,30.14922284925333,0.020000000000000004,1,0.99,1,51,-1.8903999999999987,m<0,1111,,,,1220,0.0004965006851804787,49.79506305084108,490783,49.79555955152626,49.79531130118367,g1_b01_e01,not_applicable_no_violations,,,,,,False,9.624317554818592,6209932,9.624306570856781,41.97046841577294,51.59477498662972,540.9670610427856,16,max_time,ok,,0,0.0,,
4,9.90526314525898e-09,2292,277279,0.05,1,37.06122659639353,0.030000000000000006,2,0.99,1,52,-2.830899999999998,m<0,1111,,,,1220,0.0004965006859904975,49.15223619811136,877718,49.15273269879735,49.15248444845436,g1_b01_e02,not_applicable_no_violations,,,,,,False,9.426471925146991,6625312,9.424765365212025,42.16181914594817,51.5865845111602,592.4437170028687,17,max_time,ok,,0,0.0,,
4,9.90526314525898e-09,2292,307012,0.05,1,37.532415603693245,0.04000000000000001,3,0.99,1,53,-3.7515999999999976,m<0,1111,0.7847585315894818,0.7857515329604894,0.7852550322749892,1220,0.0004965006849815268,49.14595372755708,972489,49.14645022824206,49.14620197789957,g1_b01_e03,ok,1220.0,0.0004965006860260246,48.36069869528157,713094.0,48.361195195967596,False,9.52512059229929,6212641,9.524571534418058,42.05078952896689,51.575361063384946,565.5960729122162,16,max_time,ok,3.214662368103376,16,8.786876918973919,14.0,0.0
4,9.90526314525898e-09,2292,188596,0.05,1,30.349995820721137,0.05000000000000001,4,0.99,1,54,-4.652499999999996,m<0,1111,,,,1220,0.0004965006864878774,49.204803571821195,597176,49.20530007250768,49.205051822164435,g1_b01_e04,not_applicable_no_violations,,,,,,False,10.197652545157753,6208126,10.192648208199422,41.39785644820827,51.590504656407695,550.3613359928131,16,max_time,ok,,0,0.0,,
7,9.90526314525898e-09,2292,190849,0.05,1,30.40196279050287,0.06000000000000001,5,0.99,1,55,-5.533599999999995,m<0,1111,,,,1220,0.0004965006864381394,48.99116045082069,604205,48.99165695150713,48.99140870116391,g1_b01_e05,not_applicable_no_violations,,,,,,False,8.940405498647372,6209932,8.940028358711587,42.61562014816033,51.55564850687192,503.17269492149353,16,max_time,ok,,0,0.0,,
6,9.90526314525898e-09,2292,125583,0.05,1,34.29462122519163,0.07,6,0.99,1,56,-6.394899999999994,m<0,1111,1.3103036619989084,1.3112966633729997,1.3108001626859576,1220,0.000496500685102319,49.260689179218716,399464,49.26118567990382,49.260937429561274,g1_b01_e06,ok,1220.0,0.0004965006889889878,47.94988901653082,261836.0,47.95038551721981,False,10.609838090606312,6209932,10.609794255218034,40.950612542488614,51.56040679770665,543.216628074646,16,max_time,ok,3.6105177811758296,55,13.106438516026728,18.0,0.0
4,9.90526314525898e-09,2292,206682,0.05,1,29.666064591420017,0.08,7,0.99,1,57,-7.236399999999995,m<0,1111,,,,1220,0.0004965006857347021,48.68703080694516,654023,48.687527307630894,48.68727905728802,g1_b01_e07,not_applicable_no_violations,,,,,,False,6.801160253759168,7036177,6.8011027744774,44.73442295126594,51.53552572574334,529.810665845871,18,max_time,ok,,0,0.0,,
6,9.90526314525898e-09,2292,145733,0.05,1,34.857043658853435,0.09000000000000001,8,0.99,1,58,-8.058099999999994,m<0,1111,,,,1220,0.0004965006855144338,48.69572254398308,462336,48.696219044668595,48.69597079432583,g1_b01_e08,not_applicable_no_violations,,,,,,False,7.263392495565643,7036177,7.257984747363508,44.27079609249452,51.52878083985803,523.4157569408417,18,max_time,ok,,0,0.0,,
7,9.90526314525898e-09,2292,157008,0.05,1,34.98929113496088,0.1,9,0.99,1,59,-8.859999999999992,m<0,1111,,,,1220,0.0004965006852089004,48.54143317704197,497792,48.541929677727175,48.541681427384574,g1_b01_e09,not_applicable_no_violations,,,,,,False,6.45726180458765,6622603,6.457031957548885,45.076343815486155,51.53337577303504,550.2344620227814,17,max_time,ok,,0,0.0,,
6,9.90526314525898e-09,2292,150333,0.1,2,29.206103599448255,0.01,0,0.99,1,60,-0.8800999999999992,m<0,1111,,,,1224,0.0004994314430391,48.578292926519005,478448,48.578792357962044,48.57854264224052,g1_b02_e00,not_applicable_no_violations,,,,,,False,4.028261570478968,8265160,4.020175580891404,47.36867325732811,51.388848838219516,540.870619058609,21,max_time,ok,,0,0.0,,
5,9.90526314525898e-09,2292,152593,0.1,2,29.26952960897227,0.020000000000000004,1,0.99,1,61,-1.8403999999999987,m<0,1111,,,,1224,0.0004994314424635604,48.384429135509905,485591,48.38492856695237,48.38467885123113,g1_b02_e01,not_applicable_no_violations,,,,,,False,6.662021328668726,8262451,6.6574640279744415,44.85666166382653,51.51412569180097,562.6327221393585,21,max_time,ok,,0,0.0,,
5,9.90526314525898e-09,2292,168372,0.1,2,29.30456513717826,0.030000000000000006,2,0.99,1,62,-2.7808999999999977,m<0,1111,,,,1224,0.0004994314416819634,48.19294448122763,535558,48.19344391266931,48.19319419694847,g1_b02_e02,not_applicable_no_violations,,,,,,False,4.396522649037303,7843459,4.395547653761277,47.050520805122645,51.44606845888392,563.1782820224762,20,max_time,ok,,0,0.0,,
4,9.90526314525898e-09,2292,175171,0.1,2,29.398612452439174,0.04000000000000001,3,0.99,1,63,-3.7015999999999973,m<0,1111,,,,1224,0.000499431442158027,47.99425737276462,556920,47.99475680420678,47.9945070884857,g1_b02_e03,not_applicable_no_violations,,,,,,False,4.931346647347701,7438915,4.923865588524478,46.49648014232122,51.420345730845696,544.6233170032501,19,max_time,ok,,0,0.0,,
7,9.90526314525898e-09,2292,86834,0.1,2,33.220406902646836,0.05000000000000001,4,0.99,1,64,-4.6024999999999965,m<0,1111,,,,1224,0.0004994314417885448,47.80689586947342,277308,47.80739530091521,47.80714558519432,g1_b02_e04,not_applicable_no_violations,,,,,,False,4.404157730960792,8263354,4.396907710894922,47.015873162741045,51.41278087363597,513.4234430789948,21,max_time,ok,,0,0.0,,
8,9.90526314525898e-09,2292,381650,0.1,2,31.015000005712114,0.06000000000000001,5,0.99,1,65,-5.483599999999996,m<0,1111,,,,1224,0.0004994314422290813,47.41903146174359,1211640,47.41953089318582,47.41928117746471,g1_b02_e05,not_applicable_no_violations,,,,,,False,5.479101945433843,7026244,5.468330542963699,46.012566489401436,51.480897032365135,572.9196012020111,18,max_time,ok,,0,0.0,,
4,9.90526314525898e-09,2292,95932,0.1,2,33.49709177575301,0.07,6,0.99,1,66,-6.344899999999994,m<0,1111,,,,1224,0.0004994314419022317,47.54447567294831,306242,47.54497510439021,47.544725388669264,g1_b02_e06,not_applicable_no_violations,,,,,,False,4.981790868190827,7013602,4.981571058032095,46.476922900838524,51.45849395887062,534.4424059391022,18,max_time,ok,,0,0.0,,
4,9.90526314525898e-09,2292,100481,0.1,2,34.28275641703003,0.08,7,0.99,1,67,-7.1863999999999955,m<0,1111,0.2715376915062535,0.27253655438979507,0.27203712294802074,1224,0.0004994314416819634,47.44307973928905,320735,47.44357917073073,47.44332945500989,g1_b02_e07,ok,1224.0,0.0004994314418595991,47.171042616340934,320715.0,47.17154204778279,False,5.903877962249695,6607252,5.902537247762396,45.55053718211151,51.45307442987391,547.6109139919281,17,max_time,ok,4.282031813532974,1,2.55277364563755,0.0,0.0
8,9.90526314525898e-09,2292,145733,0.1,2,34.857043658853435,0.09000000000000001,8,0.99,1,68,-8.008099999999995,m<0,1111,,,,1224,0.000499431442356979,46.95286580660627,463872,46.953365238048626,46.953115522327444,g1_b02_e08,not_applicable_no_violations,,,,,,False,6.193539403303044,6615379,6.181781348204915,45.26746124471561,51.44924259292053,517.8193700313568,17,max_time,ok,,0,0.0,,
7,9.90526314525898e-09,2292,102754,0.1,2,34.57439725320368,0.1,9,0.99,1,69,-8.809999999999993,m<0,1111,0.2855434865082316,0.28654234939205026,0.2860429179501338,1224,0.0004994314419661805,47.18810361938041,327964,47.18860305082238,47.1883533351014,g1_b02_e09,ok,1224.0,0.0004994314418524937,46.90206070143033,327944.0,46.90256013287218,False,4.94454265850728,7839847,4.938922348315934,46.49586056652289,51.43478291483883,522.6258590221405,20,max_time,ok,4.532722213408498,1,2.436662607728046,0.0,0.0
6,9.90526314525898e-09,2292,150347,0.15,3,29.17785866067472,0.01,0,0.99,1,70,-0.8300999999999992,m<0,1111,,,,1229,0.0004963467260097332,47.12230788632763,480505,47.12280423305364,47.12255605969064,g1_b03_e00,not_applicable_no_violations,,,,,,False,4.392424569698864,7417243,4.366657516844427,46.90964809140981,51.27630560825423,535.0017108917236,19,max_time,ok,,0,0.0,,
6,9.90526314525898e-09,2292,152569,0.15,3,29.240841927237984,0.020000000000000004,1,0.99,1,71,-1.7903999999999989,m<0,1111,,,,1229,0.000496346724361274,46.92543120744071,487638,46.92592755416507,46.92567938080289,g1_b03_e01,not_applicable_no_violations,,,,,,False,4.658225216256554,7823593,4.650388295552311,46.72767896286149,51.3780672584138,560.9206628799438,20,max_time,ok,,0,0.0,,
7,9.90526314525898e-09,2292,168372,0.15,3,29.30456513717826,0.030000000000000006,2,0.99,1,72,-2.730899999999998,m<0,1111,,,,1229,0.0004963467242049546,46.727714134446316,537778,46.72821048117052,46.72796230780842,g1_b03_e02,not_applicable_no_violations,,,,,,False,4.8434490291852645,8239876,4.839735285873047,46.47535124808472,51.31508653395777,1590.080356836319,21,max_time,ok,,0,0.0,,
12,9.90526314525898e-09,2292,175150,0.15,3,29.369040828126625,0.04000000000000001,3,0.99,1,73,-3.6515999999999975,m<0,1111,,,,1229,0.0004963467242973252,46.52914161610157,559282,46.529637962825866,46.529389789463714,g1_b03_e03,not_applicable_no_violations,,,,,,False,5.845109666188594,6597319,5.832577682627409,45.59257611504234,51.42515379766975,1412.7180681228638,17,max_time,ok,,0,0.0,,
4,9.90526314525898e-09,2292,181930,0.15,3,29.464294771542814,0.05000000000000001,4,0.99,1,74,-4.552499999999996,m<0,1111,,,,1229,0.0004963467247733888,46.32470336111835,580642,46.325199707843126,46.32495153448074,g1_b03_e04,not_applicable_no_violations,,,,,,False,10.948505617972476,2894116,10.925604594190766,40.58174523147878,51.50734982566954,982.4678571224213,8,max_time,ok,,0,0.0,,
8,9.90526314525898e-09,2292,193178,0.15,3,29.500301291516898,0.06000000000000001,5,0.99,1,75,-5.433599999999995,m<0,1111,,,,1229,0.000496346724411012,46.129368309449056,616374,46.12986465617347,46.12961648281126,g1_b03_e05,not_applicable_no_violations,,,,,,False,5.241374292232176,7836235,5.234777738991866,46.062765022855125,51.29754276184699,574.7955350875854,20,max_time,ok,,0,0.0,,
7,9.90526314525898e-09,2292,195429,0.15,3,29.56711265386204,0.07,6,0.99,1,76,-6.294899999999993,m<0,1111,,,,1229,0.00049634672446075,45.92813565860943,623494,45.92863200533389,45.92838383197166,g1_b03_e06,not_applicable_no_violations,,,,,,False,5.445742495924067,7416340,5.437514480244275,45.85948869119923,51.29700317144351,511.8346610069275,19,max_time,ok,,0,0.0,,
8,9.90526314525898e-09,2292,206664,0.15,3,29.63472969556822,0.08,7,0.99,1,77,-7.136399999999995,m<0,1111,,,,1229,0.0004963467247378617,45.725983815743035,659004,45.72648016246777,45.7262319891054,g1_b03_e07,not_applicable_no_violations,,,,,,False,5.794957645876505,7419952,5.789385779197261,45.548438266309276,51.33782404550654,528.2190761566162,19,max_time,ok,,0,0.0,,
7,9.90526314525898e-09,2292,100481,0.15,3,33.77958012141141,0.09000000000000001,8,0.99,1,78,-7.958099999999995,m<0,1111,,,,1229,0.000496346725391561,45.585438338451475,322035,45.585934685176866,45.585686511814174,g1_b03_e08,not_applicable_no_violations,,,,,,False,5.778553468480045,7418146,5.776247206542422,45.51930666392455,51.295553870466975,504.8335621356964,19,max_time,ok,,0,0.0,,
