iterations	507
elapsed_seconds	500.26656007766724
initialization_seconds	0.10685491561889648
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.137148815341334e-9
initial_upper_iterations	157
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	4.2593955007779405
root_upper	4.308742121961975
root_gap	0.04934662118403477
alpha_count	7
belief_count	6730060
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
