iterations	396
elapsed_seconds	502.5284788608551
initialization_seconds	0.2104780673980713
initial_lower_residual	8.77845263147492e-9
initial_upper_residual	9.972599634977541e-9
initial_upper_iterations	162
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	6.43674083461288
root_upper	6.489447158283616
root_gap	0.05270632367073613
alpha_count	11
belief_count	5698834
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
