iterations	143
elapsed_seconds	705.547042131424
initialization_seconds	1672.494061946869
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.20898379774826e-9
initial_upper_iterations	-1
initial_upper_bound	fib
initial_lower_subsolution_shift	7.457265915888912e-8
root_lower	2.884798272996403
root_upper	3.5012223843056076
root_gap	0.6164241113092048
alpha_count	22
belief_count	5142586
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
