iterations	3
elapsed_seconds	0.12348079681396484
initialization_seconds	0.18314599990844727
initial_lower_residual	8.468313161813512e-9
initial_upper_residual	9.988561533447182e-9
initial_upper_iterations	167
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	2.231191559753742
root_upper	2.2368350750275474
root_gap	0.005643515273805466
alpha_count	3
belief_count	61405
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
