iterations	380
elapsed_seconds	180.6468780040741
initialization_seconds	0.23632192611694336
initial_lower_residual	8.831180675628048e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.730714740995646
root_upper	8.740624400600245
root_gap	0.009909659604598886
alpha_count	12
belief_count	8580881
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
