iterations	93
elapsed_seconds	10.67739200592041
initialization_seconds	79.54384517669678
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.401939671249693e-9
initial_upper_iterations	-1
initial_upper_bound	fib
initial_lower_subsolution_shift	0.0
root_lower	4.484849095937102
root_upper	4.4947858950464195
root_gap	0.009936799109317107
alpha_count	10
belief_count	2345092
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
