iterations	21
elapsed_seconds	562.6327221393585
initialization_seconds	0.22990798950195312
initial_lower_residual	9.844669079939194e-9
initial_upper_residual	9.941246048583707e-9
initial_upper_iterations	1628
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	44.40809504718826
root_upper	51.0034961625703
root_gap	6.595401115382039
alpha_count	5
belief_count	8262451
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
