iterations	1148
elapsed_seconds	700.2374019622803
initialization_seconds	0.2837259769439697
initial_lower_residual	8.585613997524888e-9
initial_upper_residual	9.137148815341334e-9
initial_upper_iterations	157
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	8.585613997524889e-8
root_lower	2.8348933851820166
root_upper	3.315957243154308
root_gap	0.48106385797229123
alpha_count	17
belief_count	6013078
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
