iterations	129
elapsed_seconds	22.682719945907593
initialization_seconds	0.1563420295715332
initial_lower_residual	8.432172293737494e-9
initial_upper_residual	9.728891470217604e-9
initial_upper_iterations	161
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	4.076354809257055e-9
root_lower	3.8580140402581278
root_upper	3.867148879906355
root_gap	0.009134839648227366
alpha_count	4
belief_count	1933324
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
