iterations	25
elapsed_seconds	3.1877939701080322
initialization_seconds	0.3429379463195801
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.137148815341334e-9
initial_upper_iterations	157
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	4.605862526398981
root_upper	4.6135338987605214
root_gap	0.00767137236154003
alpha_count	8
belief_count	617653
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
