iterations	190
elapsed_seconds	50.447224140167236
initialization_seconds	0.2959780693054199
initial_lower_residual	8.77845263147492e-9
initial_upper_residual	9.972599634977541e-9
initial_upper_iterations	162
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	6.592771789098364
root_upper	6.602761158549522
root_gap	0.009989369451157692
alpha_count	4
belief_count	2978095
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
