iterations	441
elapsed_seconds	700.1145839691162
initialization_seconds	78.61624908447266
initial_lower_residual	8.500225412433338e-9
initial_upper_residual	9.057529837264156e-9
initial_upper_iterations	-1
initial_upper_bound	fib
initial_lower_subsolution_shift	8.500225412433339e-8
root_lower	2.8402451953247994
root_upper	3.2041297621925136
root_gap	0.3638845668677142
alpha_count	23
belief_count	9517621
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
