iterations	167
elapsed_seconds	38931.103743076324
initialization_seconds	0.2702829837799072
initial_lower_residual	8.77845263147492e-9
initial_upper_residual	9.972599634977541e-9
initial_upper_iterations	162
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	6.503817649294625
root_upper	6.55745114419171
root_gap	0.05363349489708469
alpha_count	9
belief_count	3002476
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
