iterations	453
elapsed_seconds	346.56109714508057
initialization_seconds	0.21301603317260742
initial_lower_residual	8.831180675628048e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.70079439424708
root_upper	8.710713442898697
root_gap	0.009919048651617857
alpha_count	9
belief_count	11518431
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
