iterations	20
elapsed_seconds	563.1782820224762
initialization_seconds	0.2295091152191162
initial_lower_residual	9.844669079939194e-9
initial_upper_residual	9.941246048583707e-9
initial_upper_iterations	1628
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	46.580015597071416
root_upper	50.932573019618346
root_gap	4.35255742254693
alpha_count	5
belief_count	7843459
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
