iterations	276
elapsed_seconds	86.35573291778564
initialization_seconds	0.23897790908813477
initial_lower_residual	8.175562005163783e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.883679619843454
root_upper	8.893039736653995
root_gap	0.00936011681054083
alpha_count	12
belief_count	6648566
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
