iterations	297
elapsed_seconds	164.2349498271942
initialization_seconds	0.22210907936096191
initial_lower_residual	8.831180675628048e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.760635500811292
root_upper	8.770418863648324
root_gap	0.009783362837032072
alpha_count	10
belief_count	8931231
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
