iterations	238
elapsed_seconds	706.5842308998108
initialization_seconds	0.1507260799407959
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.137148815341334e-9
initial_upper_iterations	157
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	3.7482448256298546e-8
root_lower	3.094080175814896
root_upper	3.9204186296191104
root_gap	0.8263384538042144
alpha_count	8
belief_count	8847595
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
