iterations	247
elapsed_seconds	703.3029799461365
initialization_seconds	0.1487109661102295
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.137148815341334e-9
initial_upper_iterations	157
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	7.457265915888912e-8
root_lower	2.910821737101598
root_upper	3.8444613545696615
root_gap	0.9336396174680637
alpha_count	22
belief_count	8839468
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
