iterations	36
elapsed_seconds	0.9914228916168213
initialization_seconds	0.27669405937194824
initial_lower_residual	8.460711686808509e-9
initial_upper_residual	9.127546718445956e-9
initial_upper_iterations	144
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	1.2528136551913969
root_upper	1.2627397545183174
root_gap	0.009926099326920568
alpha_count	5
belief_count	314245
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
