iterations	268
elapsed_seconds	386.72520995140076
initialization_seconds	0.429095983505249
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.137148815341334e-9
initial_upper_iterations	157
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	4.5330264343163895
root_upper	4.542890066196878
root_gap	0.009863631880488555
alpha_count	15
belief_count	6297523
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
