iterations	221
elapsed_seconds	106.8381130695343
initialization_seconds	0.22882699966430664
initial_lower_residual	8.831180675628048e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.883635627021782
root_upper	8.893277039101843
root_gap	0.009641412080060974
alpha_count	9
belief_count	6945016
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
