iterations	392
elapsed_seconds	600.5807108879089
initialization_seconds	0.13022208213806152
initial_lower_residual	8.666894202313813e-9
initial_upper_residual	9.988130322824418e-9
initial_upper_iterations	168
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	1.6960177732551207
root_upper	1.7291364506102538
root_gap	0.033118677355133075
alpha_count	8
belief_count	7458781
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
