iterations	3868
elapsed_seconds	700.3947751522064
initialization_seconds	77.50829911231995
initial_lower_residual	8.515872451653195e-9
initial_upper_residual	8.949536223212817e-9
initial_upper_iterations	-1
initial_upper_bound	fib
initial_lower_subsolution_shift	8.515872451653196e-8
root_lower	2.8348933851820166
root_upper	2.9373174119203482
root_gap	0.10242402673833162
alpha_count	17
belief_count	10431457
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
