iterations	637
elapsed_seconds	556.9301948547363
initialization_seconds	0.23426294326782227
initial_lower_residual	8.153649311282152e-9
initial_upper_residual	9.72570735058298e-9
initial_upper_iterations	163
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	3.494487360864794
root_upper	3.5043253437832256
root_gap	0.009837982918431631
alpha_count	6
belief_count	7510252
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
