iterations	238
elapsed_seconds	702.6888258457184
initialization_seconds	0.14815711975097656
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.137148815341334e-9
initial_upper_iterations	157
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	3.7482448256298546e-8
root_lower	2.9643456732391886
root_upper	3.983569483581341
root_gap	1.0192238103421523
alpha_count	20
belief_count	8793415
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
