iterations	148
elapsed_seconds	20.92526912689209
initialization_seconds	0.20015692710876465
initial_lower_residual	8.479881241640896e-9
initial_upper_residual	9.554872448802598e-9
initial_upper_iterations	158
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	4.2053198640004
root_upper	4.214833229862768
root_gap	0.009513365862368062
alpha_count	3
belief_count	1698544
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
