iterations	710
elapsed_seconds	500.12392497062683
initialization_seconds	0.1389319896697998
initial_lower_residual	8.77845263147492e-9
initial_upper_residual	9.972599634977541e-9
initial_upper_iterations	162
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	6.494199462490916
root_upper	6.50857355528926
root_gap	0.014374092798344229
alpha_count	7
belief_count	6875443
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
